FIT Profiler Report
Profile stats for: [LightningModule]BERTSQuADModule.configure_callbacks rank: 1
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.000    0.000 connection.py:117(__init__)
       80    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        5    0.000    0.000    0.000    0.000 training_epoch_loop.py:190(reset)
       13    0.000    0.000    0.000    0.000 {built-in method torch._C._error_if_any_worker_fails}
       21    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       18    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
       36    0.000    0.000    0.000    0.000 queues.py:153(cancel_join_thread)
       75    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 combined_loader.py:404(_get_iterables_lengths)
        5    0.000    0.000    0.000    0.000 slurm.py:133(world_size)
       32    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       21    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       68    0.000    0.000    0.000    0.000 weakref.py:105(remove)
       20    0.000    0.000    0.000    0.000 dataloader.py:1214(<genexpr>)
       96    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 combined_loader.py:405(<listcomp>)
      240    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      100    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        4    0.000    0.000    0.000    0.000 arrow_dataset.py:1878(num_rows)
        4    0.000    0.000    0.000    0.000 dataloader.py:544(check_worker_number_rationality)
      100    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
       22    0.000    0.000    0.000    0.000 distributed_c10d.py:1274(is_initialized)
        5    0.000    0.000    0.000    0.000 trainer.py:1203(lightning_module)
       24    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
       16    0.000    0.000    0.000    0.000 selectors.py:234(register)
       16    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        5    0.000    0.000    0.000    0.000 ddp.py:115(root_device)
       76    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        8    0.000    0.000    0.000    0.000 __init__.py:163(is_available)
        4    0.000    0.000    0.000    0.000 dataloader.py:103(_get_distributed_settings)
       56    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        5    0.000    0.000    0.000    0.000 advanced.py:74(start)
      116    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x14f52fadea00}
      100    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       84    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       16    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._accelerator_getDeviceIndex}
        4    0.000    0.000    0.000    0.000 dataloader.py:512(__len__)
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._set_worker_pids}
        4    0.000    0.000    0.000    0.000 {built-in method posix.sched_getaffinity}
        4    0.000    0.000    0.000    0.000 synchronize.py:296(notify_all)
       44    0.000    0.000    0.000    0.000 distributed_c10d.py:722(WORLD)
      144    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       16    0.000    0.000    0.000    0.000 synchronize.py:327(is_set)
       96    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      640    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
      640    0.000    0.000    0.000    0.000 {built-in method math.floor}
        8    0.000    0.000    0.000    0.000 __init__.py:159(_nvml_based_avail)
       20    0.000    0.000    0.000    0.000 synchronize.py:229(__enter__)
       20    0.000    0.000    0.000    0.000 progress.py:185(reset_on_run)
        5    0.000    0.000    0.000    0.000 parallel.py:57(local_rank)
       16    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
       16    0.000    0.000    0.000    0.000 process.py:234(ident)
        8    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
       32    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
      100    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 training_epoch_loop.py:434(_num_ready_batches_reached)
        4    0.000    0.000    0.000    0.000 {method 'random_' of 'torch._C.TensorBase' objects}
       13    0.000    0.000    0.000    0.000 distributed_c10d.py:1300(_get_default_group)
        4    0.000    0.000    0.000    0.000 table.py:389(num_rows)
      196    0.000    0.000    0.000    0.000 util.py:48(debug)
       32    0.000    0.000    0.000    0.000 process.py:94(<genexpr>)
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:1136(_group_or_default_group)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       16    0.000    0.000    0.000    0.000 process.py:153(is_alive)
       80    0.000    0.000    0.000    0.000 process.py:37(current_process)
       16    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        4    0.000    0.000    0.000    0.000 threading.py:583(set)
       24    0.000    0.000    0.000    0.000 threading.py:1214(daemon)
       18    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        4    0.000    0.000    0.000    0.000 distributed_c10d.py:2358(get_world_size)
        4    0.000    0.000    0.000    0.000 {built-in method torch.empty}
        5    0.000    0.000    0.000    0.000 progress.py:221(reset_on_run)
        4    0.000    0.000    0.000    0.000 synchronize.py:270(notify)
       20    0.000    0.000    0.000    0.000 synchronize.py:232(__exit__)
        4    0.000    0.000    0.000    0.000 distributed_c10d.py:1091(_get_group_size)
        5    0.000    0.000    0.000    0.000 slurm.py:149(local_rank)
        4    0.000    0.000    0.000    0.000 sampler.py:359(__len__)
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:1142(_canonicalize_group_rank)
       16    0.000    0.000    0.000    0.000 selectors.py:268(close)
       15    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
        5    0.000    0.000    0.000    0.000 progress.py:303(reset_on_run)
       68    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        4    0.000    0.000    0.000    0.000 combined_loader.py:68(__init__)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 progress.py:295(optimizer_steps)
        9    0.000    0.000    0.000    0.000 __init__.py:15(is_available)
       24    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._remove_worker_pids}
        4    0.000    0.000    0.000    0.000 threading.py:804(_newname)
       16    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
      108    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       20    0.000    0.000    0.000    0.000 synchronize.py:94(__enter__)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 queue.py:206(_init)
       64    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
       33    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       10    0.000    0.000    0.000    0.000 progress.py:122(reset)
       12    0.000    0.000    0.000    0.000 __init__.py:94(current_accelerator)
       48    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        5    0.000    0.000    0.000    0.000 progress.py:270(reset_on_run)
       15    0.000    0.000    0.000    0.000 progress.py:90(reset)
        5    0.000    0.000    0.000    0.000 trainer.py:1549(num_training_batches)
       18    0.000    0.000    0.000    0.000 <frozen os>:760(decode)
       28    0.000    0.000    0.000    0.000 threading.py:1199(daemon)
        5    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
       24    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
       24    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
       84    0.000    0.000    0.000    0.000 context.py:187(get_context)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        4    0.000    0.000    0.000    0.000 distributed_c10d.py:2331(get_rank)
       80    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
       16    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 threading.py:1044(_stop)
       56    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       44    0.000    0.000    0.000    0.000 distributed_c10d.py:597(default_pg)
       40    0.000    0.000    0.000    0.000 context.py:237(get_context)
       16    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:1011(get_group_rank)
       13    0.000    0.000    0.000    0.000 distributed_c10d.py:996(_rank_not_in_group)
        4    0.000    0.000    0.000    0.000 signal_handling.py:54(_set_SIGCHLD_handler)
       16    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
       20    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
       20    0.000    0.000    0.000    0.000 synchronize.py:97(__exit__)
       12    0.000    0.000    0.000    0.000 {built-in method torch._C._accelerator_getAccelerator}
        4    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        4    0.000    0.000    0.000    0.000 combined_loader.py:29(__init__)
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 util.py:229(cancel)
       25    0.000    0.000    0.000    0.000 progress.py:55(reset)
       16    0.000    0.000    0.000    0.000 __init__.py:154(_is_compiled)
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.size}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        5    0.000    0.000    0.000    0.000 module.py:297(automatic_optimization)
       16    0.000    0.000    0.000    0.000 process.py:205(daemon)
        8    0.000    0.000    0.000    0.000 combined_loader.py:100(<genexpr>)
        8    0.000    0.000    0.000    0.000 dataloader.py:500(_index_sampler)
        4    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
       18    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       16    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        8    0.000    0.000    0.000    0.000 __init__.py:1020(device_count)
       47    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       52    0.000    0.000    0.000    0.000 threading.py:568(is_set)
        8    0.000    0.000    0.000    0.000 connection.py:130(__del__)
       18    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 connection.py:932(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
       16    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       32    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       16    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       36    0.000    0.000    0.000    0.000 util.py:44(sub_debug)
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       16    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       16    0.000    0.000    0.000    0.000 {built-in method select.poll}
        4    0.000    0.000    0.000    0.000 dataloader.py:1238(<listcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:1113(_check_single_tensor)
        4    0.000    0.000    0.000    0.000 distributed.py:136(__len__)
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        4    0.000    0.000    0.000    0.000 dataloader.py:1243(<listcomp>)
       12    0.000    0.000    0.000    0.000 dataloader.py:496(_auto_collation)
        5    0.000    0.000    0.000    0.000 trainer.py:1471(received_sigterm)
        5    0.000    0.000    0.000    0.000 training_epoch_loop.py:159(restarted_on_train_batch_end)
       16    0.000    0.000    0.000    0.000 process.py:189(name)
       19    0.000    0.000    0.000    0.000 loop.py:29(restarting)
        8    0.000    0.000    0.000    0.000 fetchers.py:39(combined_loader)
       16    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 dataloader.py:429(multiprocessing_context)
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 synchronize.py:235(_make_methods)
       20    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.rank}
       10    0.000    0.000    0.000    0.000 parallel.py:74(parallel_devices)
       16    0.000    0.000    0.000    0.000 selectors.py:199(__enter__)
        5    0.000    0.000    0.000    0.000 trainer.py:1493(current_epoch)
        5    0.000    0.000    0.000    0.000 utilities.py:113(_is_max_limit_reached)
        4    0.000    0.000    0.000    0.000 combined_loader.py:308(flattened)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        4    0.000    0.000    0.000    0.000 loop.py:42(is_resuming)
        4    0.000    0.000    0.000    0.000 {method '_is_mine' of '_multiprocessing.SemLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}



Profile stats for: [_TrainingEpochLoop].train_dataloader_next rank: 1
         103843 function calls (96726 primitive calls) in 0.137 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 3935/795    0.003    0.000    0.134    0.000 {built-in method builtins.next}
      795    0.002    0.000    0.133    0.000 combined_loader.py:339(__next__)
      795    0.004    0.000    0.125    0.000 combined_loader.py:72(__next__)
      795    0.006    0.000    0.120    0.000 dataloader.py:727(__next__)
      795    0.006    0.000    0.051    0.000 dataloader.py:1448(_next_data)
      795    0.004    0.000    0.042    0.000 profiler.py:789(__exit__)
      795    0.001    0.000    0.037    0.000 _ops.py:1068(__call__)
      795    0.001    0.000    0.030    0.000 _ops.py:1128(_must_dispatch_in_python)
      795    0.001    0.000    0.029    0.000 _pytree.py:1630(tree_any)
      795    0.001    0.000    0.028    0.000 {built-in method builtins.any}
5565/1590    0.008    0.000    0.025    0.000 _pytree.py:1302(tree_iter)
      795    0.001    0.000    0.022    0.000 dataloader.py:1537(_process_data)
      795    0.002    0.000    0.022    0.000 dataloader.py:1413(_get_data)
      795    0.004    0.000    0.020    0.000 dataloader.py:1508(_try_put_index)
      795    0.003    0.000    0.018    0.000 profiler.py:783(__enter__)
      795    0.001    0.000    0.015    0.000 dataloader.py:1262(_try_get_data)
      795    0.001    0.000    0.015    0.000 _ops.py:1244(__call__)
      795    0.014    0.000    0.014    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
      795    0.004    0.000    0.014    0.000 queue.py:154(get)
     5565    0.003    0.000    0.013    0.000 _pytree.py:1008(_get_node_type)
      755    0.003    0.000    0.012    0.000 queues.py:86(put)
     3180    0.002    0.000    0.010    0.000 _pytree.py:1020(tree_is_leaf)
     5565    0.005    0.000    0.010    0.000 _pytree.py:675(is_namedtuple_class)
     1550    0.003    0.000    0.009    0.000 threading.py:359(notify)
     2361    0.007    0.000    0.007    0.000 {method 'acquire' of '_thread.lock' objects}
      795    0.006    0.000    0.006    0.000 {built-in method torch._ops.profiler.}
        4    0.000    0.000    0.006    0.001 threading.py:288(wait)
      759    0.005    0.000    0.005    0.000 {method 'release' of '_thread.lock' objects}
      795    0.002    0.000    0.004    0.000 profiler.py:772(__init__)
    12757    0.003    0.000    0.004    0.000 {built-in method builtins.isinstance}
      795    0.000    0.000    0.004    0.000 dataloader.py:721(_next_index)
      795    0.002    0.000    0.004    0.000 threading.py:1185(is_alive)
      795    0.001    0.000    0.003    0.000 _pytree.py:1290(tree_unflatten)
      760    0.003    0.000    0.003    0.000 sampler.py:346(__iter__)
     3181    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
      795    0.001    0.000    0.002    0.000 training_epoch_loop.py:255(_on_after_fetch)
      795    0.002    0.000    0.002    0.000 _pytree.py:1191(unflatten)
      795    0.001    0.000    0.002    0.000 threading.py:1118(_wait_for_tstate_lock)
      795    0.001    0.000    0.002    0.000 _pytree.py:779(_dict_flatten)
     1550    0.001    0.000    0.002    0.000 threading.py:264(__enter__)
     1554    0.001    0.000    0.001    0.000 threading.py:279(_is_owned)
     1550    0.001    0.000    0.001    0.000 threading.py:267(__exit__)
  796/795    0.001    0.000    0.001    0.000 typing.py:349(inner)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
      795    0.001    0.000    0.001    0.000 _ops.py:1130(<lambda>)
      795    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
     4031    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      799    0.001    0.000    0.001    0.000 queue.py:209(_qsize)
     1590    0.001    0.000    0.001    0.000 _pytree.py:751(_tuple_flatten)
     5565    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     1616    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.001    0.000 queue.py:217(_get)
      755    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     1550    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.lock' objects}
     1550    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      795    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 _pytree.py:1105(is_leaf)
      799    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      795    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      755    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      2/1    0.000    0.000    0.000    0.000 typing.py:476(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:697(Optional)
      795    0.000    0.000    0.000    0.000 threading.py:568(is_set)
      795    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      795    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      759    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      795    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      795    0.000    0.000    0.000    0.000 _jit_internal.py:106(is_scripting)
      795    0.000    0.000    0.000    0.000 __init__.py:129(annotate)
        3    0.000    0.000    0.000    0.000 typing.py:168(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:653(Union)
        3    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 typing.py:838(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1346(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        7    0.000    0.000    0.000    0.000 typing.py:1290(__setattr__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3228(_collect_parameters)
        1    0.000    0.000    0.000    0.000 typing.py:1251(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:689(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:311(_remove_dups_flatten)
       17    0.000    0.000    0.000    0.000 typing.py:888(__eq__)
        7    0.000    0.000    0.000    0.000 typing.py:1238(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 typing.py:297(_deduplicate)
        2    0.000    0.000    0.000    0.000 typing.py:897(__hash__)
        4    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 typing.py:455(__repr__)
        4    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2402(get_origin)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1351(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}



Profile stats for: [LightningModule]BERTSQuADModule.on_before_batch_transfer rank: 1
         5565 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 hooks.py:613(on_before_batch_transfer)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Strategy]DDPStrategy.batch_to_device rank: 1
         52470 function calls (50880 primitive calls) in 0.046 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.002    0.000    0.046    0.000 strategy.py:263(batch_to_device)
      795    0.001    0.000    0.035    0.000 module.py:356(_apply_batch_transfer_handler)
      795    0.002    0.000    0.035    0.000 module.py:338(_call_batch_hook)
      795    0.004    0.000    0.019    0.000 call.py:155(_call_lightning_module_hook)
      795    0.001    0.000    0.013    0.000 data_connector.py:358(get_instance)
     1590    0.005    0.000    0.012    0.000 model_helpers.py:29(is_overridden)
      795    0.001    0.000    0.008    0.000 ddp.py:115(root_device)
      795    0.003    0.000    0.007    0.000 module.py:1968(__setattr__)
      795    0.001    0.000    0.007    0.000 parallel.py:57(local_rank)
     1590    0.004    0.000    0.007    0.000 overrides.py:9(is_overridden)
      795    0.002    0.000    0.006    0.000 slurm.py:149(local_rank)
11130/9540    0.003    0.000    0.005    0.000 {built-in method builtins.isinstance}
      795    0.002    0.000    0.004    0.000 <frozen os>:674(__getitem__)
      795    0.001    0.000    0.004    0.000 contextlib.py:132(__enter__)
      795    0.000    0.000    0.003    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.003    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.002    0.000 advanced.py:74(start)
      795    0.001    0.000    0.002    0.000 contextlib.py:287(helper)
      795    0.001    0.000    0.002    0.000 <frozen os>:756(encode)
     3180    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
      795    0.001    0.000    0.002    0.000 parameter.py:21(__instancecheck__)
      795    0.001    0.000    0.001    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     4770    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      795    0.001    0.000    0.001    0.000 contextlib.py:104(__init__)
      795    0.001    0.000    0.001    0.000 parameter.py:233(__instancecheck__)
      795    0.001    0.000    0.001    0.000 __init__.py:1467(debug)
      795    0.001    0.000    0.001    0.000 trainer.py:1203(lightning_module)
      795    0.000    0.000    0.001    0.000 <frozen os>:760(decode)
      795    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      795    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
      795    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
     2385    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
     1590    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
     1590    0.000    0.000    0.000    0.000 parallel.py:74(parallel_devices)
     1590    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x14f3db253ba0}
      795    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
      795    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



Profile stats for: [LightningModule]BERTSQuADModule.transfer_batch_to_device rank: 1
         46120 function calls in 0.102 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.001    0.000    0.100    0.000 hooks.py:564(transfer_batch_to_device)
      795    0.002    0.000    0.099    0.000 apply_func.py:78(move_data_to_device)
      795    0.003    0.000    0.097    0.000 apply_func.py:25(apply_to_collection)
      795    0.005    0.000    0.085    0.000 apply_func.py:72(<dictcomp>)
     3975    0.014    0.000    0.080    0.000 apply_func.py:98(batch_to)
     3975    0.065    0.000    0.065    0.000 {method 'to' of 'torch._C.TensorBase' objects}
      795    0.001    0.000    0.007    0.000 {built-in method builtins.all}
    13515    0.003    0.000    0.006    0.000 {built-in method builtins.isinstance}
     4770    0.002    0.000    0.005    0.000 apply_func.py:71(<genexpr>)
     4770    0.001    0.000    0.003    0.000 <frozen abc>:117(__instancecheck__)
      795    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.002    0.000 {built-in method builtins.next}
     4770    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      795    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 apply_func.py:70(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



Profile stats for: [LightningModule]BERTSQuADModule.on_after_batch_transfer rank: 1
         5565 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 hooks.py:641(on_after_batch_transfer)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]LearningRateMonitor.on_train_batch_start rank: 1
         29942 function calls in 0.030 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.001    0.000    0.027    0.000 lr_monitor.py:166(on_train_batch_start)
       79    0.001    0.000    0.018    0.000 lr_monitor.py:189(_extract_stats)
       79    0.000    0.000    0.009    0.000 trainer.py:1632(callback_metrics)
       79    0.000    0.000    0.009    0.000 logger_connector.py:239(callback_metrics)
       79    0.000    0.000    0.008    0.000 logger_connector.py:232(metrics)
      795    0.002    0.000    0.007    0.000 logger_connector.py:50(should_update_logs)
